Domain,Paper Name,Authors,Distinguished
domain_testing_analysis,SCTrans: Constructing a Large Public Scenario Dataset for Simulation Testing of Autonomous Driving Systems,"Jiarun Dai, Bufan Gao, Mingyuan Luo, Zongan Huang, Zhongrui Li, Yuan Zhang, Min Yang",False
domain_testing_analysis,Curiosity-Driven Testing for Sequential Decision-Making Process,"Junda He, Zhou Yang, Jieke Shi, Chengran Yang, Kisub Kim, Bowen Xu, Xin Zhou, David Lo",False
domain_testing_analysis,Detecting Logic Bugs in Graph Database Management Systems via Injective and Surjective Graph Pattern Transformation,"Yuancheng Jiang, Jiahao Liu, Jinsheng Ba, Roland H. C. Yap, Zhenkai Liang, Manuel Rigger",False
domain_testing_analysis,[Remote] CAmpactor: A Novel and Effective Local Search Algorithm for Optimizing Pairwise Covering Arrays,"Qiyuan Zhao, Chuan Luo, Shaowei Cai, Wei Wu, Jinkun Lin, Hongyu Zhang, Chunming Hu",False
domain_testing_analysis,Accelerating Continuous Integration with Parallel Batch Testing,"Emad Fallahzadeh, Amir Hossein Bavand, Peter Rigby",False
domain_testing_analysis,DistXplore: Distribution-guided Testing for Evaluating and Enhancing Deep Learning Systems,"Longtian Wang, Xiaofei Xie, Xiaoning Du, Meng Tian, Qing Guo, Yang Zheng, Chao Shen",False
domain_testing_analysis,Statfier: Automated Testing of Static Analyzers via Semantic-preserving Program Transformations,"Huaien Zhang, Yu Pei, Junjie Chen, Shin Hwei Tan",False
domain_testing_analysis,Contextual Predictive Mutation Testing,"Kush Jain, Uri Alon, Alex Groce, Claire Le Goues",False
domain_testing_analysis,MuAkka: Mutation Testing for Actor Concurrency in Akka Using Real-World Bugs,"Mohsen Moradi Moghadam, Mehdi Bagherzadeh, Raffi Khatchadourian, Hamid Bagheri",False
domain_testing_analysis,[Remote] Heterogeneous Testing for Coverage Profilers Empowered with Debugging Support,"Yibiao Yang, Maolin Sun, Yang Wang, Qingyang Li, Ming Wen, Yuming Zhou",False
domain_testing_analysis,NeuRI: Diversifying DNN Generation via Inductive Rule Inference,"Jiawei Liu, Jinjun Peng, Yuyao Wang, Lingming Zhang",True
domain_testing_analysis,Outage-Watch: Early Prediction of Outages using Extreme Event Regularizer,"Shubham Agarwal, Sarthak Chakraborty, Shaddy Garg, Sumit Bisht, Chahat Jain, Ashritha Gonuguntla, Shiv Saini",False
domain_testing_analysis,Code Coverage Criteria for Asynchronous Programs,"Mohammad Ganji, Saba Alimadadi, Frank Tip",False
domain_testing_analysis,EtherDiffer: Differential Testing on RPC Services of Ethereum Nodes,"Shinhae Kim, Sungjae Hwang",False
domain_testing_analysis,"[Remote] API-Knowledge Aware Search-based Software Testing: Where, What and How","Xiaoxue Ren, Xinyuan Ye, Yun Lin, Zhenchang Xing, Shuqing Li, Michael Lyu",False
domain_testing_analysis,Evaluating and Improving ChatGPT for Unit Test Generation,"Zhiqiang Yuan, Mingwei Liu, Shiji Ding, Kaixin Wang, Yixuan Chen, Xin Peng, Yiling Lou",False
domain_testing_analysis,Bounding Random Test Set Size with Computational Learning Theory,"Neil Walkinshaw, Michael Foster, José Miguel Rojas, Robert Hierons",False
domain_testing_analysis,COSTELLO: Contrastive Testing for Embedding-based Large Language Model as a Service Embeddings,"Weipeng Jiang, Juan Zhai, Shiqing Ma, Xiaoyu Zhang, Chao Shen",False
domain_testing_analysis,FeatMaker: Automated Feature Engineering for Search Strategy of Symbolic Execution,"Jaehan Yoon, Sooyoung Cha",False
domain_testing_analysis,Metamorphic Testing of Secure Multi-Party Computation (MPC) Compilers,"Dongwei Xiao, Zhibo Liu, Qi Pang, Shuai Wang, Yichen LI",False
domain_testing_analysis,Mobile Bug Report Reproduction via Global Search on the App UI Model,"Zhaoxu Zhang, Fazle Mohammed Tawsif, Komei Ryu, Tingting Yu, William G.J. Halfond",False
domain_testing_analysis,Finding and Understanding Defects in Static Analyzers by Constructing Automated Oracles,"weigang he, Peng Di, Mengli Ming, Chengyu Zhang, Ting Su, Shijie Li, Yulei Sui",False
domain_testing_analysis,A Miss Is as Good as A Mile: Metamorphic Testing for Deep Learning Operators,"Jinyin Chen, Chengyu Jia, Yunjie Yan, Jie Ge, haibin zheng, Yao Cheng",False
domain_testing_analysis,Java JIT Testing with Template Extraction,"Zhiqiang Zang, Fu-Yao Yu, Aditya Thimmaiah, August Shi, Milos Gligoric",False
domain_testing_analysis,Partial Solution Based Constraint Solving Cache in Symbolic Execution,"Ziqi Shuai, Zhenbang Chen, Kelin Ma, Kunlin Liu, Yufeng Zhang, Jun Sun, Ji Wang",False
domain_testing_analysis,Natural Symbolic Execution-based Testing for Big Data Analytics,"Yaoxuan Wu, Ahmad Humayun, Muhammad Ali Gulzar, Miryung Kim",False
domain_testing_analysis,MTAS: A Reference-Free Approach for Evaluating Abstractive Summarization Systems,"Xiaoyan Zhu, Mingyue Jiang, Xiao-Yi Zhang, Liming Nie, Zuohua Ding",False
domain_testing_analysis,Inline Tests,"Yu Liu, Pengyu Nie, Owolabi Legunsen, Milos Gligoric",False
domain_testing_analysis,"Sorry, I don't Understand: Improving Voice User Interface Testing","Emanuela Guglielmi, Giovanni Rosa, Simone Scalabrino, Gabriele Bavota, Rocco Oliveto",False
domain_testing_analysis,VITAS : Guided Model-based VUI Testing of VPA Apps,"Suwan Li, Lei Bu, Guangdong Bai, Zhixiu Guo, Kai Chen, Hanlin Wei",False
domain_testing_analysis,Auto Off-Target: Enabling Thorough and Scalable Testing for Complex Software Systems,"Tomasz Kuchta, Bartosz Zator",False
domain_testing_analysis,Natural Test Generation for Precise Testing of Question Answering Software,"Qingchao Shen, Junjie Chen, Jie M. Zhang, Haoyu Wang, Shuang Liu, Menghan Tian",False
domain_testing_analysis,Selectively Combining Multiple Coverage Goals in Search-Based Unit Test Generation,"Zhichao Zhou, Yuming Zhou, Chunrong Fang, Zhenyu Chen, Yutian Tang",False
domain_testing_analysis,PredART: Towards Automatic Oracle Prediction of Object Placements in Augmented Reality Testing,"Tahmid Rafi, Xueling Zhang, Xiaoyin Wang",False
domain_testing_analysis,Neuroevolution-Based Generation of Tests and Oracles for Games,"Patric Feldmeier, Gordon Fraser",False
domain_testing_analysis,Learning to Construct Better Mutation Faults,"Zhao Tian, Junjie Chen, Qihao Zhu, Junjie Yang, Lingming Zhang",True
domain_testing_analysis,Differentially Testing Database Transactions for Fun and Profit,"Ziyu Cui, Wensheng Dou, Qianwang Dai, Jiansen Song, Wei Wang, Jun Wei, Dan Ye",False
domain_testing_analysis,CrashTranslator: Automatically Reproducing Mobile Application Crashes Directly from Stack Trace,"Yuchao Huang, Junjie Wang, Zhe Liu, Yawen Wang, Song Wang, Chunyang Chen, Yuanzhe Hu, Qing Wang",False
domain_testing_analysis,Reorder Pointer Flow in Sound Concurrency Bug Prediction,"Yuqi Guo, Shihao Zhu, Yan Cai, Liang He, Jian Zhang",False
domain_testing_analysis,Object Graph Programming,"Aditya Thimmaiah, Leonidas Lampropoulos, Chris Rossbach, Milos Gligoric",False
domain_testing_analysis,Semantic Analysis of Macro Usage for Portability,"Brent Pappas, Paul Gazzillo",False
domain_testing_analysis,Trace-based Multi-Dimensional Root Cause Localization of Performance Issues in Microservice Systems,"Chenxi Zhang, Zhen Dong, Xin Peng, Bicheng Zhang, Miao Chen",False
domain_testing_analysis,ReClues: Representing and indexing failures in parallel debugging with program variables,"Yi Song, Xihao Zhang, Xiaoyuan Xie, Quanming Liu, Ruizhi Gao, Chenliang Xing",False
domain_testing_analysis,PyAnalyzer: An Effective and Practical Approach for Dependency Extraction from Python Code,"Wuxia Jin, Shuo Xu, Dawei Chen, Jiajun He, Dinghong Zhong, Ming Fan, Hongxu Chen, Huijia Zhang, Ting Liu",False
domain_testing_analysis,Detecting Automatic Software Plagiarism via Token Sequence Normalization,"Timur Sağlam, Moritz Brödel, Larissa Schmid, Sebastian Hahner",False
domain_testing_analysis,NuzzleBug: Debugging Block-Based Programs in Scratch,"Adina Deiner, Gordon Fraser",False
domain_testing_analysis,CERT: Finding Performance Issues in Database Systems Through the Lens of Cardinality Estimation,"Jinsheng Ba, Manuel Rigger",False
domain_testing_analysis,Optimistic Prediction of Synchronization-Reversal Data Races,"Zheng Shi, Umang Mathur, Andreas Pavlogiannis",False
domain_testing_analysis,Mozi: Discovering DBMS Bugs via Configuration-Based Equivalent Transformation,"Jie Liang, Zhiyong Wu, Jingzhou Fu, Mingzhe Wang, Chengnian Sun, Yu Jiang",False
domain_testing_analysis,FlakeSync: Automatically Repairing Async Flaky Tests,"Shanto Rahman, August Shi",False
domain_testing_analysis,Testing the Limits: Unusual Text Inputs Generation for Mobile App Crash Detection with Large Language Model,"Zhe Liu, Chunyang Chen, Junjie Wang, Mengzhuo Chen, Boyu Wu, Zhilin Tian, Yuekai Huang, Jun Hu, Qing Wang",False
domain_testing_analysis,Towards Finding Accounting Errors in Smart Contracts,Brian Zhang,True
domain_testing_analysis,MultiTest: Physical-Aware Object Insertion for Testing Multi-sensor Fusion Perception Systems,"Xinyu Gao, Zhijie Wang, Yang Feng, Lei Ma, Zhenyu Chen, Baowen Xu",False
domain_testing_analysis,JLeaks: A Featured Resource Leak Repository Collected From Hundreds of Open-Source Java Projects,"Tianyang Liu, Weixing Ji, Xiaohui Dong, Wuhuang Yao, Yizhuo Wang, Hui Liu, Haiyang Peng, Yuxuan Wang",False
domain_testing_analysis,S3C: Spatial Semantic Scene Coverage for Autonomous Vehicles,"Trey Woodlief, Felipe Toledo, Sebastian Elbaum, Matthew B Dwyer",False
domain_testing_analysis,FlashSyn: Flash Loan Attack Synthesis via Counter Example Driven Approximation,"Zhiyang Chen, Sidi Mohamed Beillahi, Fan Long",False
domain_testing_analysis,Testing Graph Database Systems via Equivalent Query Rewriting,"Qiuyang Mang, Aoyang Fang, BoXi Yu, Hanfei Chen, Pinjia He",False
domain_testing_analysis,ROSInfer: Statically Inferring Behavioral Component Models for ROS-based Robotics Systems,"Tobias Dürschmid, Christopher Steven Timperley, David Garlan, Claire Le Goues",False
domain_testing_analysis,Finding XPath Bugs in XML Document Processors via Differential Testing,"Shuxin Li, Manuel Rigger",False
domain_testing_analysis,Sedar: Obtaining High-Quality Seeds for DBMS Fuzzing via Cross-DBMS SQL Transfer,"Jingzhou Fu, Jie Liang, Zhiyong Wu, Yu Jiang",False
domain_testing_analysis,Automatically Detecting Reflow Accessibility Issues in Responsive Web Pages,"Paul T. Chiou, Robert Winn, Ali S. Alotaibi, William G.J. Halfond",False
domain_testing_analysis,Crossover in Parametric Fuzzing,"Katherine Hough, Jonathan Bell",False
domain_testing_analysis,SpecBCFuzz: Fuzzing LTL Solvers with Boundary Conditions,"Luiz Carvalho, Renzo Degiovanni, Maxime Cordy, Nazareno Aguirre, Yves Le Traon, Mike Papadakis",False
domain_testing_analysis,EDEFuzz: A Web API Fuzzer for Excessive Data Exposures,"Lianglu Pan, Shaanan Cohney, Toby Murray, Thuan Pham",True
domain_testing_analysis,ECFuzz: Effective Configuration Fuzzing for Large-Scale Systems,"Junqiang Li, Senyi Li, Keyao Li, Falin Luo, Hongfang Yu, Shanshan Li, Xiang Li",False
domain_testing_analysis,Are We There Yet? Unraveling the State-of-the-Art Smart Contract Fuzzers,"Shuohan Wu, Zihao Li, Luyi Yan, Weimin Chen, Muhui Jiang, Chenxu Wang, Xiapu Luo, Hao Zhou",False
domain_testing_analysis,RPG: Rust Library Fuzzing with Pool-based Fuzz Target Generation and Generic Support,"Zhiwu Xu, Bohao Wu, Cheng Wen, Bin Zhang, Shengchao Qin, Mengda He",False
domain_testing_analysis,Extrapolating Coverage Rate in Greybox Fuzzing,"Danushka Liyanage, Seongmin Lee, Marcel Böhme, Kla Tantithamthavorn",False
domain_testing_analysis,FuzzInMem: Fuzzing Programs via In-memory Structures,"Xuwei Liu, Wei You, Yapeng Ye, Zhuo Zhang, Jianjun Huang, Xiangyu Zhang",False
domain_testing_analysis,Fuzz4All: Universal Fuzzing with Large Language Models,"Chunqiu Steven Xia, Matteo Paltenghi, Jia Le Tian, Michael Pradel, Lingming Zhang",False
domain_testing_analysis,Enhancing Coverage-guided Fuzzing via Phantom Program,"Mingyuan Wu, Kunqiu Chen, Qi Luo, Jiahong Xiang, Ji Qi, Junjie Chen, Heming Cui, Yuqun Zhang",False
domain_testing_analysis,Co-Dependence Aware Fuzzing for Dataflow-based Big Data Analytics,"Ahmad Humayun, Miryung Kim, Muhammad Ali Gulzar",False
domain_testing_analysis,SJFuzz: Seed & Mutator Scheduling for JVM Fuzzing,"Mingyuan Wu, Yicheng Ouyang, Minghai Lu, Junjie Chen, Yingquan Zhao, Heming Cui, Guowei Yang, Yuqun Zhang",False
domain_testing_analysis,Metamong: Detecting Render-update Bugs in Web Browsers through Fuzzing,"Suhwan Song, Byoungyoung Lee",False
domain_testing_analysis,Property-based Fuzzing for Finding Data Manipulation Errors in Android Apps,"Jingling Sun, Ting Su, Jiayi Jiang, Jue Wang, Geguang Pu, Zhendong Su",False
domain_testing_analysis,Leveraging Hardware Probes and Optimizations for Accelerating Fuzz Testing of Heterogeneous Applications,"Jiyuan Wang, Qian Zhang, Hongbo Rong, Guoqing Harry Xu, Miryung Kim",False
domain_testing_analysis,NaNofuzz: A Usable Tool for Automatic Test Generation,"Matthew C. Davis, Sangheon Choi, Sam Estep, Brad A. Myers, Joshua Sunshine",False
domain_testing_analysis,[Remote] A Generative and Mutational Approach for Synthesizing Bug-exposing Test Cases to Guide Compiler Fuzzing,"Guixin Ye, Tianmin Hu, Zhanyong Tang, Zhenye Fan, Shin Hwei Tan, Bo Zhang, Wenxiang Qian, Zheng Wang",False
domain_testing_analysis,Evaluating Directed Fuzzers: Are We Heading in the Right Direction?,"Tae Eun Kim, Jaeseung Choi, Seongjae Im, Kihong Heo, Sang Kil Cha",False
domain_testing_analysis,LawBreaker: An Approach for Specifying Traffic Laws and Fuzzing Autonomous Vehicles,"Yang Sun, Chris Poskitt, Jun Sun, Yuqi Chen, Zijiang Yang",False
domain_testing_analysis,Fuzzle: Making a Puzzle for Fuzzers,"Haeun Lee, Soomin Kim, Sang Kil Cha",True
domain_testing_analysis,HTFuzz: Heap Operation Sequence Sensitive Fuzzing,"Yuanping Yu, Xiangkun Jia, Yuwei Liu, Yanhao Wang, Qian Sang, Chao Zhang, Purui Su",False
domain_testing_analysis,Efficient Greybox Fuzzing to Detect Memory Errors,"Jinsheng Ba, Gregory J. Duck, Abhik Roychoudhury",True
domain_testing_analysis,Griffin: Grammar-Free DBMS Fuzzing,"Jingzhou Fu, Jie Liang, Zhiyong Wu, Mingzhe Wang, Yu Jiang",False
domain_testing_analysis,"So Many Fuzzers, So Little Time - Experience from Evaluating Fuzzers on the Contiki-NG Network (Hay)Stack","Clement Poncelet, Konstantinos (Kostis) Sagonas, Nicolas Tsiftes",False
domain_testing_analysis,FuzzerAid: Grouping Fuzzed Crashes Based On Fault Signatures,"Ashwin Kallingal Joshy, Wei Le",False
domain_testing_analysis,QATest: A Uniform Fuzzing Framework for Question Answering Systems,"Zixi Liu, Yang Feng, Yining Yin, Jingyu Sun, Zhenyu Chen, Baowen Xu",True
domain_testing_analysis,Effectively Generating Vulnerable Transaction Sequences in Smart Contracts with Reinforcement Learning-guided Fuzzing,"Jianzhong Su, Hong-Ning Dai, Lingjun Zhao, Zibin Zheng, Xiapu Luo",False
domain_testing_analysis,MLIRSmith: Random Program Generation for Fuzzing MLIR Compiler Infrastructure,"Haoyu Wang, Junjie Chen, Chuyue Xie, Shuang Liu, Zan Wang, Qingchao Shen, Yingquan Zhao",False
domain_testing_analysis,Thunderkaller: Profiling and Improving the Performance of Syzkaller,"Yang Lan, Di Jin, Zhun Wang, Wende Tan, Zheyu Ma, Chao Zhang",False
domain_testing_analysis,PHYFU: Fuzzing Modern Physics Simulation Engines,"Dongwei Xiao, Zhibo Liu, Shuai Wang",True
domain_testing_analysis,NaturalFuzz: Natural Input Generation for Big Data Analytics,"Ahmad Humayun, Yaoxuan Wu, Miryung Kim, Muhammad Ali Gulzar",False
domain_testing_analysis,Prompting Is All Your Need: Automated Android Bug Replay with Large Language Models,"Sidong Feng, Chunyang Chen",False
domain_testing_analysis,Towards Reliable AI: Adequacy Metrics for Ensuring the Quality of System-level Testing of Autonomous Vehicles,"Neelofar Neelofar, Aldeida Aleti",False
domain_testing_analysis,Learning-based Widget Matching for Migrating GUI Test Cases,"Yakun Zhang, Wenjie Zhang, Dezhi Ran, Qihao Zhu, Chengfeng Dou, Dan Hao, Tao Xie, Lu Zhang",False
domain_testing_analysis,Large Language Models are Edge-Case Generators: Crafting Unusual Programs for Fuzzing Deep Learning Libraries,"Yinlin Deng, Chunqiu Steven Xia, Chenyuan Yang, Shizhuo Zhang, Shujing Yang, Lingming Zhang",False
domain_testing_analysis,Deeply Reinforcing Android GUI Testing with Deep Reinforcement Learning,"Yuanhong Lan, Yifei Lu, Zhong Li, Minxue Pan, Wenhua Yang, Tian Zhang, Xuandong Li",False
domain_testing_analysis,CIT4DNN: Generating Diverse and Rare Inputs for Neural Networks Using Latent Space Combinatorial Testing,"Swaroopa Dola, Rory McDaniel, Matthew B Dwyer, Mary Lou Soffa",False
domain_testing_analysis,Knowledge Graph Driven Inference Testing for Question Answering Software,"Jun Wang, Yanhui Li, Zhifei Chen, Lin Chen, Xiaofang Zhang, Yuming Zhou",False
domain_testing_analysis,DeepSample: DNN sampling-based testing for operational accuracy assessment,"Antonio Guerriero, Roberto Pietrantuono, Stefano Russo",False
domain_testing_analysis,MAFT: Efficient Model-Agnostic Fairness Testing for Deep Neural Networks via Zero-Order Gradient Search,"Zhaohui Wang, Min Zhang, Jingran Yang, ShaoBojie, Min Zhang",False
domain_testing_analysis,Call Me Maybe: Using NLP to Automatically Generate Unit Test Cases Respecting Temporal Constraints,"Arianna Blasi, Alessandra Gorla, Michael D. Ernst, Mauro Pezze",False
domain_testing_analysis,CoditT5: Pretraining for Source Code and Natural Language Editing,"Jiyang Zhang, Sheena Panthaplackel, Pengyu Nie, Junyi Jessy Li, Milos Gligoric",False
domain_testing_analysis,Is this Change the Answer to that Problem? Correlating Descriptions of Bug and Code Changes for Evaluating Patch Correctness,"Haoye Tian, Xunzhu Tang, Andrew Habib, Shangwen Wang, Kui Liu, Xin Xia, Jacques Klein, Tegawendé F. Bissyandé",False
domain_testing_analysis,LISSA: Lazy Initialization with Specialized Solver Aid,"Juan Manuel Copia, Pablo Ponzio, Nazareno Aguirre, Alessandra Gorla, Marcelo F. Frias",False
domain_testing_analysis,SymFusion: Hybrid Instrumentation for Concolic Execution,"Emilio Coppa, Heng Yin, Camil Demetrescu",False
domain_testing_analysis,Scalable Sampling of Highly-Configurable Systems: Generating Random Instances of the Linux Kernel,"David Fernandez-Amoros, Ruben Heradio, Christoph Mayr-Dorn, Alexander Egyed",False
domain_testing_analysis,Prioritized Constraint-Aided Dynamic Partial-Order Reduction,"Jie Su, Cong Tian, Zuchao Yang, Jiyu Yang, Bin Yu, Zhenhua Duan",False
domain_testing_analysis,Nuances are the Key: Unlocking ChatGPT to Find Failure-Inducing Tests with Differential Prompting,"Li Tsz On, Wenxi Zong, Yibo Wang, Haoye Tian, Ying Wang, Shing-Chi Cheung, Jeffrey Kramer",False
domain_testing_analysis,Robin: A Novel Method to Produce Robust Interpreters for Deep Learning-Based Code Classifiers,"Zhen Li, Ruqian Zhang, Deqing Zou, Ning Wang, Yating Li, Shouhuai Xu, Chen Chen, Hai Jin, Yating Li",False
domain_testing_analysis,The Devil is in the Tails: How Long-Tailed Code Distributions Impact Large Language Models,"Xin Zhou, Kisub Kim, Bowen Xu, Jiakun Liu, DongGyun Han, David Lo",False
domain_testing_analysis,CertPri: Certifiable Prioritization for Deep Neural Networks via Movement Cost in Feature Space,"haibin zheng, Jinyin Chen, Haibo Jin",False
domain_testing_analysis,ATOM: Automated Black-Box Testing of Multi-Label Image Classification Systems,"Shengyou Hu, Huayao Wu, Peng Wang, Jing Chang, Yongjun Tu, Xiu Jiang, Xintao Niu, Changhai Nie",False
domain_testing_analysis,Generative Model-Based Testing on Decision-Making Policies,"Zhuo Li, Xiongfei Wu, Derui Zhu, Mingfei Cheng, Siyuan Chen, Fuyuan Zhang, Xiaofei Xie, Lei Ma, Jianjun Zhao",False
domain_testing_analysis,Causality-Aided Trade-off Analysis for Machine Learning Fairness,"Zhenlan Ji, Pingchuan Ma, Shuai Wang, Yanhui Li",False
domain_testing_analysis,Cell2Doc: ML Pipeline for Generating Documentation in Computational Notebooks,"Tamal Mondal, Scott Barnett, Akash Lal, Jyothi Vedurada",False
domain_testing_analysis,Mutation-based Fault Localization of Deep Neural Networks,"Ali Ghanbari, Deepak-George Thomas, Muhammad Arbab Arshad, Hridesh Rajan",True
domain_testing_analysis,AutoConf : Automated Configuration of Unsupervised Learning Systems using Metamorphic Testing and Bayesian Optimization,"Lwin Khin Shar, Arda Goknil, Erik Johannes Husom, Sagar Sen, Yan Naing Tun, Kisub Kim",False
domain_testing_analysis,An Intentional Forgetting-Driven Self-Healing Method For Deep Reinforcement Learning Systems,"Ahmed Haj Yahmed, Rached Bouchoucha, Houssem Ben Braiek, Foutse Khomh",False
domain_testing_analysis,AutoLog: A Log Sequence Synthesis Framework for Anomaly Detection,"Yintong Huo, Yichen LI, Yuxin Su, Pinjia He, Zifan Xie, Michael Lyu",False
domain_testing_analysis,Aster: Automatic Speech Recognition System Accessibility Testing for Stutterers,"Yi Liu, Yuekang Li, Gelei Deng, Felix Juefei-Xu, Yao Du, Cen Zhang, Chengwei Liu, Yeting Li, Lei Ma, Yang Liu, Yuekang Li",False
domain_testing_analysis,Software Entity Recognition with Noise-Robust Learning,"Tai Nguyen, Yifeng Di, Joohan Lee, Muhao Chen, Tianyi Zhang",False
domain_testing_analysis,DCLink: Bridging Data Constraint Changes and Implementations in FinTech Systems,"Wensheng Tang, Chengpeng Wang, Peisen Yao, Rongxin Wu, Xianjin Fu, Gang Fan, Charles Zhang",False
domain_testing_analysis,Systematically Detecting Packet Validation Vulnerabilities in Embedded Network Stacks,"Paschal Amusuo, Ricardo Andrés Calvo Méndez, Zhongwei Xu, Aravind Machiry, James C. Davis",False
domain_testing_analysis,WADIFF: A Differential Testing Framework for WebAssembly Runtimes,"Shiyao Zhou, Muhui Jiang, Weimin Chen, Hao Zhou, Haoyu Wang, Xiapu Luo",False
domain_testing_analysis,VRGuide: Efficient Testing of Virtual Reality Scenes via Dynamic Cut Coverage,"Xiaoyin Wang, Tahmid Rafi, Na Meng",False
domain_testing_analysis,Bridging the Gap between Academia and Industry in Machine Learning Software Defect Prediction: Thirteen Considerations,"Szymon Stradowski, Lech Madeyski",False
domain_testing_analysis,Identify and Update Test Cases when Production Code Changes: A Transformer-based Approach,"Xing Hu, Zhuang Liu, Xin Xia, Zhongxin Liu, Tongtong Xu, Xiaohu Yang",False
domain_testing_analysis,Revisiting and Improving Retrieval-Augmented Deep Assertion Generation,"Weifeng Sun, Hongyan Li, Meng Yan, Yan Lei, Hongyu Zhang, Hongyu Zhang",False
domain_testing_analysis,QuraTest: Integrating Quantum Specific Features in Quantum Program Testing,"Jiaming Ye, Shangzhou Xia, Fuyuan Zhang, Paolo Arcaini, Lei Ma, Jianjun Zhao, Fuyuki Ishikawa",False
domain_testing_analysis,LEAP: Efficient and Automated Test Method for NLP Software,"Mingxuan Xiao, Yan Xiao, Hai Dong, Shunhui Ji, Pengcheng Zhang",False
domain_testing_analysis,An Image is Worth a Thousand Toxic Words: A Metamorphic Testing Framework for Content Moderation Software,"Wenxuan Wang, Jingyuan Huang, Jen-tse Huang, Chang Chen, Jiazhen Gu, Pinjia He, Michael Lyu",False
domain_testing_analysis,CoMSA: A modeling driven sampling approach for configuration performance testing,"Yuanjie Xia, Zishuo Ding, Weiyi Shang",False
domain_testing_analysis,Effective Concurrency Testing for Go via Directional Primitive-constrained Interleaving Exploration,"Zongze Jiang, Ming Wen, Yixin Yang, Chao Peng, Ping Yang, Hai Jin",False
domain_testing_analysis,Fuzzing for CPS Mutation Testing,"Jaekwon Lee, Enrico Viganò, Oscar Cornejo, Fabrizio Pastore, Lionel Briand",False
domain_testing_analysis,Evaluating the Impact of Experimental Assumptions in Automated Fault Localization,"Ezekiel Soremekun, Lukas Kirschner, Marcel Böhme, Mike Papadakis",False
domain_testing_analysis,Locating Framework-specific Crashing Faults with Compact and Explainable Candidate Set,"Jiwei Yan, MiaoMiao Wang, Yepang Liu, Jun Yan, Long Zhang",False
domain_testing_analysis,PExReport: Automatic Creation of Pruned Executable Cross-Project Failure Reports,"Sunzhou Huang, Xiaoyin Wang",False
domain_testing_analysis,RAT: A Refactoring-Aware Traceability Model for Bug Localization,"Feifei Niu, Wesley Assunção, Liguo Huang, Christoph Mayr-Dorn, Jidong Ge, Bin Luo, Alexander Egyed",False
domain_testing_analysis,How Useful is Code Change Information for Fault Localization in Continuous Integration?,"An Ran Chen, Tse-Hsun (Peter) Chen, Junjie Chen",False
domain_testing_analysis,Evolving Ranking-Based Failure Proximities for Better Clustering in Fault Isolation,"Yi Song, Xiaoyuan Xie, Xihao Zhang, Quanming Liu, Ruizhi Gao",False
domain_testing_analysis,ICEBAR: Feedback-Driven Iterative Repair of Alloy Specifications,"Simón Gutiérrez Brida, Germán Regis, Guolong Zheng, Hamid Bagheri, ThanhVu Nguyen, Nazareno Aguirre, Marcelo F. Frias",False
domain_testing_analysis,Repairing Failure-inducing Inputs with Input Reflection,"Yan Xiao, Yun Lin, Ivan Beschastnikh, Changsheng SUN, David Rosenblum, Jin Song Dong",False
domain_testing_analysis,TransplantFix: Graph Differencing-based Code Transplantation for Automated Program Repair,"Deheng Yang, Xiaoguang Mao, Liqian Chen, Xuezheng Xu, Yan Lei, David Lo, Jiayu He",False
domain_testing_analysis,StandUp4NPR: Standardizing Setup for Empirically Comparing Neural Program Repair Systems,"Wenkang Zhong, Hongliang Ge, Hongfei Ai, Chuanyi Li, Kui Liu, Jidong Ge, Bin Luo",False
domain_testing_analysis,A Comparative Study of Transformer-based Neural Text Representation Techniques on Bug Triaging,"Atish Kumar Dipongkor, Kevin Moran",False
domain_testing_analysis,Neural SZZ Algorithm,"LingXiao Tang, Lingfeng Bao, Xin Xia, Zhongdong Huang",False
domain_testing_analysis,How to Train Your Neural Bug Detector: Artificial vs Real Bugs,"Cedric Richter, Heike Wehrheim",False
domain_testing_analysis,Detection of Java Basic Thread Misuses Based on Static Event Analysis,"Baoquan Cui, MiaoMiao Wang, Chi Zhang, Jiwei Yan, Jun Yan, Jian Zhang",False
domain_testing_analysis,FLUX: Finding Bugs with LLVM IR Based Unit Test Crossovers,"Eric Liu, Shengjie Xu, David Lie",False
domain_testing_analysis,How Do We Read Formal Claims? Eye-Tracking and the Cognition of Proofs about Algorithms,"Hammad Ahmad, Zachary Karas, Kimberly Diaz, Amir Kamil, Jean-Baptiste Jeannin, Westley Weimer",False
domain_testing_analysis,Which of My Assumptions are Unnecessary for Realizability and Why Should I Care?,"Rafi Shalom, Shahar Maoz",False
domain_testing_analysis,RepresentThemAll: A Universal Learning Representation of Bug Reports,"Sen Fang, Tao Zhang, Youshuai Tan, He Jiang, Xin Xia, Xiaobing Sun",False
domain_testing_analysis,Demystifying Exploitable Bugs in Smart Contracts,"Zhuo Zhang, Brian Zhang, Wen Xu, Zhiqiang Lin",False
domain_testing_analysis,Understanding and Detecting On-the-Fly Configuration Bugs,"Teng Wang, Zhouyang Jia, Shanshan Li, Si Zheng, Yue Yu, Erci Xu, Shaoliang Peng, Liao Xiangke",True
domain_testing_analysis,Explaining Software Bugs Leveraging Code Structures in Neural Machine Translation,"Parvez Mahbub, Ohiduzzaman Shuvo, Masud Rahman",False
