category,name,authors,url,distinguished
Pre-trained and few shot learning for SE,ContraBERT: Enhancing Code Pre-trained Models via Contrastive Learning,"Shangqing Liu, bozhi wu, Xiaofei Xie, Guozhu Meng, Yang Liu",No URL available,False
Program analysis,DStream: A Streaming-Based Highly Parallel IFDS Framework,"Xizao Wang, Zhiqiang Zuo, Lei Bu, Jianhua Zhao",No URL available,False
Program analysis,(Partial) Program Dependence Learning,"Aashish Yadavally, Wenbo Wang, Shaohua Wang, Tien N. Nguyen",https://aashishyadavally.github.io/files/C5.pdf,False
Program analysis,MirrorTaint: Practical Non-intrusive Dynamic Taint Tracking for JVM-based Microservice Systems,"Yicheng Ouyang, Kailai Shao, Kunqiu Chen, Ruobing Shen, Chao Chen, Mingze Xu, Yuqun Zhang, Lingming Zhang",http://lingming.cs.illinois.edu/publications/icse2023d.pdf,False
Vulnerability testing and patching,Silent Vulnerable Dependency Alert Prediction with Vulnerability Key Aspect Explanation,"Jiamou Sun, Zhenchang Xing, Qinghua Lu, Xiwei (Sherry) Xu, Liming Zhu, Thong Hoang, Dehai Zhao",No URL available,False
Vulnerability testing and patching,Compatible Remediation on Vulnerabilities from Third-Party Libraries for Java Projects,"Lyuye Zhang, Chengwei Liu, Zhengzi Xu, Sen Chen, Lingling Fan, Lida Zhao, Wu Jiahui, Yang Liu",No URL available,True
Vulnerability testing and patching,Automated Black-box Testing of Mass Assignment Vulnerabilities in RESTful APIs,"Davide Corradini, Michele Pasqua, Mariano Ceccato",https://arxiv.org/abs/2301.01261,False
Vulnerability testing and patching,CoLeFunDa: Explainable Silent Vulnerability Fix Identification,"Jiayuan Zhou, Michael Pacheco, Jinfu Chen, Xing Hu, Xin Xia, David Lo, Ahmed E. Hassan",No URL available,False
Cyber-physical systems testing,Finding Causally Different Tests for an Industrial Control System,"Chris Poskitt, Yuqi Chen, Jun Sun, Yu Jiang",https://doi.org/10.1109/ICSE48619.2023.00215,False
Cyber-physical systems testing,Doppelganger Test Generation for Revealing Bugs in Autonomous Driving Software,"Yuqi Huai, Yuntianyi Chen, Sumaya Almanee, Tuan Ngo, Xiang Liao, Ziwen Wan, Qi Alfred Chen, Joshua Garcia",https://raw.githubusercontent.com/YuqiHuai/DoppelTest/main/DoppelTest_ICSE2023_CAMERA_READY.pdf,False
Cyber-physical systems testing,Generating Realistic and Diverse Tests for LiDAR-Based Perception Systems,"Garrett Christian, Trey Woodlief, Sebastian Elbaum",https://github.com/less-lab-uva/semLidarFuzz/blob/master/Generating%20Realistic%20and%20Diverse%20Tests%20for%20LiDAR-Based%20Perception%20Systems.pdf,False
Software ecosystems,Rules of Engagement: Why and How Companies Participate in OSS,"Mariam Guizani, Aileen Abril Castro-Guzman, Anita Sarma, Igor Steinmacher",https://arxiv.org/pdf/2303.08266.pdf,False
Software ecosystems,An Empirical Study on Software Bill of Materials: Where We Stand and the Road Ahead,"Boming Xia, Tingting Bi, Zhenchang Xing, Qinghua Lu, Liming Zhu",http://arxiv.org/abs/2301.05362,False
AI & Security,Towards More Practical Automation of Vulnerability Assessment,"Shengyi Pan, Lingfeng Bao, Jiayuan Zhou, Xing Hu, Xin Xia, Shanping Li",No URL available,False
AI & Security,VGX: Large-Scale Sample Generation for Boosting Learning-Based Software Vulnerability Analyses,"Yu Nong, Richard Fang, Guangbei Yi, Kunsong Zhao, Xiapu Luo, Feng Chen, Haipeng Cai",No URL available,False
AI & Security,MalCertain: Enhancing Deep Neural Network Based Android Malware Detection by Tackling Prediction Uncertainty,"haodong li, Guosheng Xu, Liu Wang, Xusheng Xiao, Xiapu Luo, Guoai Xu, Haoyu Wang",No URL available,False
AI & Security,Pre-training by Predicting Program Dependencies for Vulnerability Analysis Tasks,"Zhongxin Liu, Zhijie Tang, Junwei Zhang, Xin Xia, Xiaohu Yang",No URL available,False
AI & Security,Investigating White-Box Attacks for On-Device Models,"Mingyi Zhou, Xiang Gao, Jing Wu, Kui Liu, Hailong Sun, Li Li",No URL available,False
AI & Security,Towards Causal Deep Learning for Vulnerability Detection,"Md Mahbubur Rahman, Ira Ceka, Chengzhi Mao, Saikat Chakraborty, Baishakhi Ray, Wei Le",No URL available,False
AI & Security,MetaLog: Generalizable Cross-System Anomaly Detection from Logs with Meta-Learning,"Chenyangguang Zhang, Tong Jia, Guopeng Shen, Pinyan Zhu, Ying Li",No URL available,False
AI & Security,Coca: Improving and Explaining Graph Neural Network-Based Vulnerability Detection Systems,"Sicong Cao, Xiaobing Sun, Xiaoxue Wu, David Lo, Lili Bo, Bin Li, Wei Liu",https://conf.researchr.org/details/icse-2024/icse-2024-research-track/168/Coca-Improving-and-Explaining-Graph-Neural-Network-Based-Vulnerability-Detection-Sys,False
AI & Security,Improving Smart Contract Security with Contrastive Learning-based Vulnerability Detection,"Yizhou Chen, Zeyu Sun, Zhihao Gong, Dan Hao",No URL available,False
AI & Security,On the Effectiveness of Function-Level Vulnerability Detectors for Inter-Procedural Vulnerabilities,"Zhen Li, Ning Wang, Deqing Zou, Yating Li, Ruqian Zhang, Shouhuai Xu, Chao Zhang, Hai Jin",https://arxiv.org/abs/2401.09767,False
Evolution & AI,Prism: Decomposing Program Semantics for Code Clone Detection through Compilation,"Haoran Li, wangsiqian, Weihong Quan, Xiaoli Gong, Huayou Su, Jin Zhang",No URL available,False
Evolution & AI,Evaluating Code Summarization Techniques: A New Metric and an Empirical Characterization,"Antonio Mastropaolo, Matteo Ciniselli, Massimiliano Di Penta, Gabriele Bavota",No URL available,False
Evolution & AI,Are Prompt Engineering and TODO Comments Friends or Foes? An Evaluation on GitHub Copilot,"David OBrien, Sumon Biswas, Sayem Mohammad Imtiaz, Rabe Abdalkareem, Emad Shihab, Hridesh Rajan",No URL available,False
Evolution & AI,Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization),"Toufique Ahmed, Kunal Suresh Pai, Prem Devanbu, Earl T. Barr",https://doi.org/10.1145/3597503.3639183,False
Evolution & AI,DSFM: Enhancing Functional Code Clone Detection with Deep Subtree Interactions,"Zhiwei Xu, Shaohua Qiang, Dinghong Song, Min Zhou, Hai Wan, Xibin Zhao, Ping Luo, Hongyu Zhang",No URL available,False
Evolution & AI,Machine Learning is All You Need: A Simple Token-based Approach for Effective Code Clone Detection,"Siyue Feng, Wenqi Suo, Yueming Wu, Deqing Zou, Yang Liu, Hai Jin",No URL available,False
Testing,A First Look at the Inheritance-Induced Redundant Test Execution,"Dong Jae Kim, Jinqiu Yang, Tse-Hsun (Peter) Chen",No URL available,False
Testing,Hypertesting of Programs: Theoretical Foundation and Automated Test Generation,"Michele Pasqua, Mariano Ceccato, Paolo Tonella",https://github.com/ICSE2024-2ndCycle-Paper123/ReplicationPackage/blob/main/ICSE24-preprint.pdf,False
Testing,Ripples of a Mutation — An Empirical Study of Propagation Effects in Mutation Testing,"Hang Du, Vijay Krishna Palepu, James Jones",https://doi.org/10.1145/3597503.3639179,False
Testing,Fast Deterministic Black-box Context-free Grammar Inference,"Mohammad Rifat Arefin, Suraj Shetiya, Zili Wang, Christoph Csallner",https://ranger.uta.edu/~csallner/papers/Arefin24Fast.pdf,False
Testing,Do Automatic Test Generation Tools Generate Flaky Tests?,"Martin Gruber, Muhammad Firhard Roslan, Owain Parry, Fabian Scharnböck, Phil McMinn, Gordon Fraser",https://arxiv.org/pdf/2310.05223.pdf,False
Testing,Deep Combination of CDCL(T) and Local Search for Satisfiability Modulo Non-Linear Integer Arithmetic Theory,"Xindi Zhang, Bohan Li, Shaowei Cai",No URL available,False
Testing,Uncover the Premeditated Attacks: Detecting Exploitable Reentrancy Vulnerabilities by Identifying Attacker Contracts,"Shuo Yang, Jiachi Chen, Mingyuan Huang, Zibin Zheng, Yuan Huang",No URL available,False
Testing,Practical Non-Intrusive GUI Exploration Testing with Visual-based Robotic Arms,"Shengcheng Yu, Chunrong Fang, Mingzhe Du, Yuchen Ling, Zhenyu Chen, Zhendong Su",No URL available,False
Testing,Concrete Constraint Guided Symbolic Execution,"Yue Sun, Guowei Yang, Shichao Lv, Zhi Li, Limin Sun",https://github.com/XMUsuny/cgs/blob/master/pre-print.pdf,False
Testing,Improving Testing Behavior by Gamifying IntelliJ,"Philipp Straubinger, Gordon Fraser",https://doi.org/10.1145/3597503.3623339,False
Testing,SCTrans: Constructing a Large Public Scenario Dataset for Simulation Testing of Autonomous Driving Systems,"Jiarun Dai, Bufan Gao, Mingyuan Luo, Zongan Huang, Zhongrui Li, Yuan Zhang, Min Yang",No URL available,False
Testing,Curiosity-Driven Testing for Sequential Decision-Making Process,"Junda He, Zhou Yang, Jieke Shi, Chengran Yang, Kisub Kim, Bowen Xu, Xin Zhou, David Lo",No URL available,False
Testing,Detecting Logic Bugs in Graph Database Management Systems via Injective and Surjective Graph Pattern Transformation,"Yuancheng Jiang, Jiahao Liu, Jinsheng Ba, Roland H. C. Yap, Zhenkai Liang, Manuel Rigger",https://doi.org/10.1145/3597503.3623307,False
Testing,[Remote] CAmpactor: A Novel and Effective Local Search Algorithm for Optimizing Pairwise Covering Arrays,"Qiyuan Zhao, Chuan Luo, Shaowei Cai, Wei Wu, Jinkun Lin, Hongyu Zhang, Chunming Hu",https://doi.org/10.1145/3611643.3616284,False
Testing,Accelerating Continuous Integration with Parallel Batch Testing,"Emad Fallahzadeh, Amir Hossein Bavand, Peter Rigby",https://arxiv.org/pdf/2308.13129,False
Testing,DistXplore: Distribution-guided Testing for Evaluating and Enhancing Deep Learning Systems,"Longtian Wang, Xiaofei Xie, Xiaoning Du, Meng Tian, Qing Guo, Yang Zheng, Chao Shen",https://2023.esec-fse.org/details/fse-2023-research-papers/25/DistXplore-Distribution-guided-Testing-for-Evaluating-and-Enhancing-Deep-Learning-Sy,False
Testing,Statfier: Automated Testing of Static Analyzers via Semantic-preserving Program Transformations,"Huaien Zhang, Yu Pei, Junjie Chen, Shin Hwei Tan",https://2023.esec-fse.org/details/fse-2023-research-papers/31/Statfier-Automated-Testing-of-Static-Analyzers-via-Semantic-preserving-Program-Trans,False
Testing,Contextual Predictive Mutation Testing,"Kush Jain, Uri Alon, Alex Groce, Claire Le Goues",https://2023.esec-fse.org/details/fse-2023-research-papers/48/Contextual-Predictive-Mutation-Testing,False
Testing,MuAkka: Mutation Testing for Actor Concurrency in Akka Using Real-World Bugs,"Mohsen Moradi Moghadam, Mehdi Bagherzadeh, Raffi Khatchadourian, Hamid Bagheri",https://mbagherz.bitbucket.io/lab-correct-software/papers/muAkka.pdf,False
Testing,[Remote] Heterogeneous Testing for Coverage Profilers Empowered with Debugging Support,"Yibiao Yang, Maolin Sun, Yang Wang, Qingyang Li, Ming Wen, Yuming Zhou",https://yangyibiao.github.io/files/papers/fse23-main-1032.pdf,False
Testing,NeuRI: Diversifying DNN Generation via Inductive Rule Inference,"Jiawei Liu, Jinjun Peng, Yuyao Wang, Lingming Zhang",https://arxiv.org/abs/2302.02261,True
Testing,Outage-Watch: Early Prediction of Outages using Extreme Event Regularizer,"Shubham Agarwal, Sarthak Chakraborty, Shaddy Garg, Sumit Bisht, Chahat Jain, Ashritha Gonuguntla, Shiv Saini",https://2023.esec-fse.org/details/fse-2023-research-papers/75/Outage-Watch-Early-Prediction-of-Outages-using-Extreme-Event-Regularizer,False
Testing,Code Coverage Criteria for Asynchronous Programs,"Mohammad Ganji, Saba Alimadadi, Frank Tip",https://2023.esec-fse.org/details/fse-2023-research-papers/51/Code-Coverage-Criteria-for-Asynchronous-Programs,False
Testing,EtherDiffer: Differential Testing on RPC Services of Ethereum Nodes,"Shinhae Kim, Sungjae Hwang",https://2023.esec-fse.org/details/fse-2023-research-papers/10/EtherDiffer-Differential-Testing-on-RPC-Services-of-Ethereum-Nodes,False
Testing,"[Remote] API-Knowledge Aware Search-based Software Testing: Where, What and How","Xiaoxue Ren, Xinyuan Ye, Yun Lin, Zhenchang Xing, Shuqing Li, Michael Lyu",https://2023.esec-fse.org/details/fse-2023-research-papers/28/-Remote-API-Knowledge-Aware-Search-based-Software-Testing-Where-What-and-How,False
Testing,Evaluating and Improving ChatGPT for Unit Test Generation,"Zhiqiang Yuan, Mingwei Liu, Shiji Ding, Kaixin Wang, Yixuan Chen, Xin Peng, Yiling Lou",No URL available,False
Testing,Bounding Random Test Set Size with Computational Learning Theory,"Neil Walkinshaw, Michael Foster, José Miguel Rojas, Robert Hierons",https://arxiv.org/pdf/2405.17019,False
Testing,COSTELLO: Contrastive Testing for Embedding-based Large Language Model as a Service Embeddings,"Weipeng Jiang, Juan Zhai, Shiqing Ma, Xiaoyu Zhang, Chao Shen",No URL available,False
Testing,FeatMaker: Automated Feature Engineering for Search Strategy of Symbolic Execution,"Jaehan Yoon, Sooyoung Cha",No URL available,False
Testing,Metamorphic Testing of Secure Multi-Party Computation (MPC) Compilers,"Dongwei Xiao, Zhibo Liu, Qi Pang, Shuai Wang, Yichen LI",No URL available,False
Testing,Mobile Bug Report Reproduction via Global Search on the App UI Model,"Zhaoxu Zhang, Fazle Mohammed Tawsif, Komei Ryu, Tingting Yu, William G.J. Halfond",No URL available,False
Testing,Finding and Understanding Defects in Static Analyzers by Constructing Automated Oracles,"weigang he, Peng Di, Mengli Ming, Chengyu Zhang, Ting Su, Shijie Li, Yulei Sui",No URL available,False
Testing,A Miss Is as Good as A Mile: Metamorphic Testing for Deep Learning Operators,"Jinyin Chen, Chengyu Jia, Yunjie Yan, Jie Ge, haibin zheng, Yao Cheng",No URL available,False
Testing,Java JIT Testing with Template Extraction,"Zhiqiang Zang, Fu-Yao Yu, Aditya Thimmaiah, August Shi, Milos Gligoric",https://doi.org/10.1145/3643777,False
Testing,Partial Solution Based Constraint Solving Cache in Symbolic Execution,"Ziqi Shuai, Zhenbang Chen, Kelin Ma, Kunlin Liu, Yufeng Zhang, Jun Sun, Ji Wang",https://zbchen.github.io/files/fse2024.pdf,False
Testing,Natural Symbolic Execution-based Testing for Big Data Analytics,"Yaoxuan Wu, Ahmad Humayun, Muhammad Ali Gulzar, Miryung Kim",https://thaddywu.github.io/assets/paper/FSE2024_NatrualSym.pdf,False
Testing,MTAS: A Reference-Free Approach for Evaluating Abstractive Summarization Systems,"Xiaoyan Zhu, Mingyue Jiang, Xiao-Yi Zhang, Liming Nie, Zuohua Ding",No URL available,False
Testing,Inline Tests,"Yu Liu, Pengyu Nie, Owolabi Legunsen, Milos Gligoric",https://pengyunie.github.io/p/LiuETAL22ITest.pdf,False
Testing,"Sorry, I don't Understand: Improving Voice User Interface Testing","Emanuela Guglielmi, Giovanni Rosa, Simone Scalabrino, Gabriele Bavota, Rocco Oliveto",No URL available,False
Testing,VITAS : Guided Model-based VUI Testing of VPA Apps,"Suwan Li, Lei Bu, Guangdong Bai, Zhixiu Guo, Kai Chen, Hanlin Wei",No URL available,False
Testing,Auto Off-Target: Enabling Thorough and Scalable Testing for Complex Software Systems,"Tomasz Kuchta, Bartosz Zator",https://doi.org/10.1145/3551349.3556915,False
Testing,Natural Test Generation for Precise Testing of Question Answering Software,"Qingchao Shen, Junjie Chen, Jie M. Zhang, Haoyu Wang, Shuang Liu, Menghan Tian",https://drive.google.com/file/d/1Cw_h3maEIQGnywAGwj6NAoPuI5DaOweH/view?usp=sharing,False
Testing,Selectively Combining Multiple Coverage Goals in Search-Based Unit Test Generation,"Zhichao Zhou, Yuming Zhou, Chunrong Fang, Zhenyu Chen, Yutian Tang",https://doi.org/10.1145/3551349.3556902,False
Testing,PredART: Towards Automatic Oracle Prediction of Object Placements in Augmented Reality Testing,"Tahmid Rafi, Xueling Zhang, Xiaoyin Wang",No URL available,False
Testing,Neuroevolution-Based Generation of Tests and Oracles for Games,"Patric Feldmeier, Gordon Fraser",https://arxiv.org/abs/2208.13632,False
Testing,Learning to Construct Better Mutation Faults,"Zhao Tian, Junjie Chen, Qihao Zhu, Junjie Yang, Lingming Zhang",https://doi.org/10.1145/3551349.3556949,True
Testing,Differentially Testing Database Transactions for Fun and Profit,"Ziyu Cui, Wensheng Dou, Qianwang Dai, Jiansen Song, Wei Wang, Jun Wei, Dan Ye",No URL available,False
Analysis,Symbol-Specific Sparsification of Interprocedural Distributive Environment Problems,"Kadiray Karakaya, Eric Bodden",https://arxiv.org/abs/2401.14813,False
Analysis,A Framework For Inferring Properties of User-Defined Functions,"Xinyu Liu, Joy Arulraj, Alessandro Orso",No URL available,False
Analysis,RogueOne: Detecting Rogue Updates via Differential Data-flow Analysis Using Trust Domains,"Raphael J. Sofaer, Yaniv David, Mingqing Kang, Jianjia Yu, Yinzhi Cao, Junfeng Yang, Jason Nieh",https://doi.org/10.1145/3597503.3639199,False
Analysis,ACAV: A Framework for Automatic Causality Analysis in Autonomous Vehicle Accident Recordings,"Huijia Sun, Chris Poskitt, Yang Sun, Jun Sun, Yuqi Chen",https://arxiv.org/abs/2401.07063,False
Analysis,Efficiently Trimming the Fat: Streamlining Software Dependencies with Java Reflection and Dependency Analysis,"Xiaohu Song, Ying Wang, Xiao Cheng, Guangtai Liang, Qianxiang Wang, Zhiliang Zhu",No URL available,False
Analysis,LibAlchemy: A Two-Layer Persistent Summary Design for Taming Third-Party Libraries in Static Bug-Finding Systems,"Rongxin Wu, Yuxuan He, Jiafeng Huang, Chengpeng Wang, Wensheng Tang, Qingkai Shi, Xiao Xiao, Charles Zhang",https://wcphkust.github.io/publications/ICSE24.pdf,False
Analysis,Is unsafe an Achilles' Heel? A Comprehensive Study of Safety Requirements in Unsafe Rust Programming,"Mohan Cui, Mohan Cui, Shuran Sun, Hui Xu, Yangfan Zhou",No URL available,False
Analysis,Generating REST API Specifications through Static Analysis,"Ruikai Huang, Manish Motwani, Idel Martinez, Alessandro Orso",No URL available,False
Analysis,Precise Sparse Abstract Execution via Cross-Domain Interaction,"Xiao Cheng, Jiawei Wang, Yulei Sui",No URL available,False
Human and Social,Breaking the Flow: A Study of Interruptions During Software Engineering Activities,"Yimeng Ma, Yu Huang, Kevin Leach",https://kjl.name/papers/icse24.pdf,True
Human and Social,Supporting Web-based API Searches in the IDE Using Signatures,"Nick Bradley, Thomas Fritz, Reid Holmes",No URL available,False
Human and Social,Causal Relationships and Programming Outcomes: A Transcranial Magnetic Stimulation Experiment,"Hammad Ahmad, Madeline Endres, Kaia Newman, Priscila Santiesteban, Emma Shedden, Westley Weimer",No URL available,True
Human and Social,"GenderMag Improves Discoverability in the Field, Especially for Women","Emerson Murphy-Hill, Alberto Elizondo, Ambar Murillo, Marian Harbach, Bogdan Vasilescu, Delphine Carlson, Florian Dessloch",https://www.computer.org/csdl/proceedings-article/icse/2024/021700a973/1V5Bl3jMYVO,True
Human and Social,Unraveling the Drivers of Sense of Belonging in Software Delivery Teams: Insights from a Large-Scale Survey,"Bianca Trinkenreich, Marco Gerosa, Igor Steinmacher",https://www.ime.usp.br/~gerosa/papers/ICSE_2024___Belonging.pdf,False
Human and Social,“My GitHub Sponsors profile is live!” Investigating the Impact of Twitter/X Mentions on GitHub Sponsors,"Youmei Fan, Tao Xiao, Hideaki Hata, Christoph Treude, Kenichi Matsumoto",https://arxiv.org/abs/2401.02755,False
Human and Social,A Theory of Scientific Programming Efficacy,"Elizaveta Pertseva, Melinda Chang, Ulia Zaman, Michael Coblenz",https://dl.acm.org/doi/10.1145/3597503.3639139,False
Human and Social,High Expectations: An Observational Study of Programming and Cannabis Intoxication,"Wenxin He, Manasvi Parikh, Westley Weimer, Madeline Endres",https://doi.org/10.1145/3597503.3639145,False
Human and Social,Mining Pull Requests to Detect Process Anomalies in Open Source Software Development,"Bohan Liu, He Zhang, Weigang Ma, Hongyu Kuang, Yi Yang, Jinwei Xu, Shan Gao, Jian Gao",No URL available,False
Human and Social,How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project,"Yuxia Zhang, Mian Qin, Klaas-Jan Stol, Minghui Zhou, Hui Liu",https://arxiv.org/abs/2401.13940,False
Human and Social,Barriers for Students During Code Change Comprehension,"Justin Middleton, John-Paul Ore, Kathryn Stolee",No URL available,False
Human and Social,“I tend to view ads almost like a pestilence”: On the Accessibility Implications of Mobile Ads for Blind Users,"Ziyao He, Syed Fatiul Huq, Sam Malek",No URL available,False
Human and Social,Property-Based Testing in Practice,"Harrison Goldstein, Joseph W. Cutler, Daniel Dickstein, Benjamin C. Pierce, Andrew Head",No URL available,True
Generative AI studies,ChatGPT Incorrectness Detection in Software Reviews,"Minaoar Hossain Tanzil, Junaed Younus Khan, Gias Uddin",https://doi.org/10.1145/3597503.3639194,False
Generative AI studies,ChatGPT-Resistant Screening Instrument for Identifying Non-Programmers,"Raphael Serafini, Clemens Otto, Stefan Albert Horstmann, Alena Naiakshina",No URL available,False
Generative AI studies,Development in times of hype: How freelancers explore Generative AI?,"Mateusz Dolata, Norbert Lange, Gerhard Schwabe",https://doi.org/10.1145/3597503.3639111,False
Generative AI studies,How Far Are We? The Triumphs and Trials of Generative AI in Learning Software Engineering,"Rudrajit Choudhuri, Dylan Liu, Igor Steinmacher, Marco Gerosa, Anita Sarma",https://arxiv.org/abs/2312.11719,False
Generative AI studies,Uncovering the Causes of Emotions in Software Developer Communication Using Zero-shot LLMs,"Mia Mohammad Imran, Preetha Chatterjee, Kostadin Damevski",https://arxiv.org/abs/2312.09731,False
Language Models and Generated Code,Modularizing while Training: a New Paradigm for Modularizing DNN Models,"Binhang Qi, Hailong Sun, Hongyu Zhang, Ruobing Zhao, Xiang Gao",https://arxiv.org/pdf/2306.09376.pdf,True
Language Models and Generated Code,KnowLog: Knowledge Enhanced Pre-trained Language Model for Log Understanding,"Lipeng Ma, Weidong Yang, Bo Xu, Sihang Jiang, Ben Fei, Jiaqing Liang, Mingjie Zhou, Yanghua Xiao",No URL available,False
Language Models and Generated Code,FAIR: Flow Type-Aware Pre-Training of Compiler Intermediate Representations,"Changan Niu, Chuanyi Li, Vincent Ng, David Lo, Bin Luo",https://arxiv.org/abs/2309.04828,True
Language Models and Generated Code,Unveiling Memorization in Code Models,"Zhou Yang, Zhipeng Zhao, Chenyu Wang, Jieke Shi, Dongsun Kim, DongGyun Han, David Lo",No URL available,False
Language Models and Generated Code,Code Search is All You Need? Improving Code Suggestions with Code Search,"Junkai Chen, Xing Hu, Zhenhao Li, Cuiyun Gao, Xin Xia, David Lo",No URL available,True
Language Models and Generated Code,Exploring the Potential of ChatGPT in Automated Code Refinement: An Empirical Study,"Qi Guo, Junming Cao, Xiaofei Xie, Shangqing Liu, Xiaohong Li, Bihuan Chen, Xin Peng",No URL available,False
Language Models and Generated Code,Deep Learning or Classical Machine Learning? An Empirical Study on Log-Based Anomaly Detection,"BoXi Yu, Jiayi Yao, Qiuai Fu, Zhiqing Zhong, Haotian Xie, Yaoliang Wu, Yuchi Ma, Pinjia He",No URL available,False
Language Models and Generated Code,TRACED: Execution-aware Pre-training for Source Code,"Yangruibo Ding, Benjamin Steenhoek, Kexin Pei, Gail Kaiser, Wei Le, Baishakhi Ray",No URL available,False
Language Models and Generated Code,On Extracting Specialized Code Abilities from Large Language Models: A Feasibility Study,"Li Zongjie, Chaozheng Wang, Pingchuan Ma, Chaowei Liu, Shuai Wang, Daoyuan Wu, Cuiyun Gao, Yang Liu",No URL available,False
Language Models and Generated Code,When Neural Code Completion Models Size up the Situation: Attaining Cheaper and Faster Completion through Dynamic Model Inference,"Zhensu Sun, Xiaoning Du, Fu Song, Shangwen Wang, Li Li",https://arxiv.org/pdf/2401.09964.pdf,False
Language Models and Generated Code,CoderEval: A Benchmark of Pragmatic Code Generation with Generative Pre-trained Models,"Hao Yu, Bo Shen, Dezhi Ran, Jiaxin Zhang, Qi Zhang, Yuchi Ma, Guangtai Liang, Ying Li, Qianxiang Wang, Tao Xie",No URL available,False
Language Models and Generated Code,Inferring Data Preconditions from Deep Learning Models for Trustworthy Prediction in Deployment,"Shibbir Ahmed, Hongyang Gao, Hridesh Rajan",No URL available,False
Language Models and Generated Code,GrammarT5: Grammar-Integrated Pretrained Encoder-Decoder Neural Model for Code,"Qihao Zhu, Qingyuan Liang, Zeyu Sun, Yingfei Xiong, Lu Zhang, Shengyu Cheng",No URL available,False
Language Models and Generated Code,On Calibration of Pre-trained Code models,"Zhenhao Zhou, Chaofeng Sha, Xin Peng",https://doi.org/10.1145/3597503.3639126,False
Language Models and Generated Code,Learning in the Wild: Towards Leveraging Unlabeled Data for Effectively Tuning Pre-trained Code Models,"Shuzheng Gao, Wenxin Mao, Cuiyun Gao, Li Li, Xing Hu, Xin Xia, Michael Lyu",No URL available,False
Language Models and Generated Code,Lost in Translation: A Study of Bugs Introduced by Large Language Models while Translating Code,"Rangeet Pan, Ali Reza Ibrahimzada, Rahul Krishna, Divya Sankar, Lambert Pouguem Wassi, Michele Merler, Boris Sobolev, Raju Pavuluri, Saurabh Sinha, Reyhaneh Jabbarvand",https://doi.org/10.1145/3597503.3639226,False
Language Models and Generated Code,Traces of Memorisation in Large Language Models for Code,"Ali Al-Kaswan, Maliheh Izadi, Arie van Deursen",https://arxiv.org/abs/2312.11658,False
Language Models and Generated Code,Language Models for Code Completion: A Practical Evaluation,"Maliheh Izadi, Jonathan Katzy, Tim van Dam, Marc Otten, Răzvan Mihai Popescu, Arie van Deursen",https://arxiv.org/abs/2402.16197,False
Language Models and Generated Code,Evaluating Large Language Models in Class-Level Code Generation,"Xueying Du, Mingwei Liu, Kaixin Wang, Hanlin Wang, Junwei Liu, Yixuan Chen, Jiayi Feng, Chaofeng Sha, Xin Peng, Yiling Lou",https://arxiv.org/pdf/2308.01861.pdf,False
Program Repair,Domain Knowledge Matters: Improving Prompts with Fix Templates for Repairing Python Type Errors,"Yun Peng, Shuzheng Gao, Cuiyun Gao, Yintong Huo, Michael Lyu",No URL available,False
Program Repair,VeRe: Verification Guided Synthesis for Repairing Deep Neural Networks,"Jianan Ma, Pengfei Yang, Jingyi Wang, Youcheng Sun, Cheng-Chao Huang, Zhen Wang",No URL available,False
Program Repair,"Automated Program Repair, What Is It Good For? Not Absolutely Nothing!","Hadeel Eladawy, Claire Le Goues, Yuriy Brun",https://doi.org/10.1145/3597503.3639095,False
Program Repair,Practical Program Repair via Preference-based Ensemble Strategy,"Wenkang Zhong, Chuanyi Li, Kui Liu, Tongtong Xu, Jidong Ge, Tegawendé F. Bissyandé, Bin Luo, Vincent Ng",No URL available,False
Program Repair,Learning and Repair of Deep Reinforcement Learning Policies from Fuzz-Testing Data,"Martin Tappler, Andrea Pferscher, Bernhard Aichernig, Bettina Könighofer",No URL available,False
Program Repair,BinAug: Enhancing Binary Similarity Analysis with Low-Cost Input Repairing,"WONG Wai Kin, Huaijin Wang, Li Zongjie, Shuai Wang",No URL available,False
Program Repair,Constraint Based Program Repair for Persistent Memory Bugs,"Zunchen Huang, Chao Wang",No URL available,False
Program Repair,RUNNER: Responsible UNfair NEuron Repair for Enhancing Deep Neural Network Fairness,"Li Tianlin, Yue Cao, Jian Zhang, Shiqian Zhao, Yihao Huang, Aishan Liu, Qing Guo, Yang Liu",No URL available,False
Program Repair,ITER: Iterative Neural Repair for Multi-Location Patches,"He Ye, Martin Monperrus",No URL available,False
Program Repair,Out of Context: How important is Local Context in Neural Program Repair?,"Julian Prenner, Romain Robbes",No URL available,False
Program Repair,"Out of Sight, Out of Mind: Better Automatic Vulnerability Repair by Broadening Input Ranges and Sources","Xin Zhou, Kisub Kim, Bowen Xu, DongGyun Han, David Lo",No URL available,False
Program Repair,Strengthening Supply Chain Security with Fine-grained Safe Patch Identification,"Luo Changhua, Wei Meng, Shuai Wang",No URL available,False
Program Repair,Comprehensive Semantic Repair of Obsolete GUI Test Scripts for Mobile Applications,"Shaoheng Cao, Minxue Pan, Yu Pei, Wenhua Yang, Tian Zhang, Linzhang Wang, Xuandong Li",No URL available,False
Program Repair,Exploring Experiences with Automated Program Repair in Practice,"Fairuz Nawer Meem, Justin Smith, Brittany Johnson",No URL available,False
