Domain,Knowledge-seeking vs. Eval,Nerd factor/zu spezifisch,Validation Nerd Factor,Higher-level RQ,Distinguished,Bucket ID,Paper Name,Research Questions (max. 4),Notiz,Suitability Tendenz,Authors,URL
Testing and analysis,Evaluation,- ,,,FALSE,-,ECFuzz: Effective Configuration Fuzzing for Large-Scale Systems,,,,"Junqiang Li, Senyi Li, Keyao Li, Falin Luo, Hongfang Yu, Shanshan Li, Xiang Li",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Revisiting Neuron Coverage for DNN Testing: A Layer-Wise and Distribution-Aware Criterion,,,,"Yuanyuan Yuan, Qi Pang, Shuai Wang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Thunderkaller: Profiling and Improving the Performance of Syzkaller,,,,"Yang Lan, Di Jin, Zhun Wang, Wende Tan, Zheyu Ma, Chao Zhang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Software Entity Recognition with Noise-Robust Learning,,,,"Tai Nguyen, Yifeng Di, Joohan Lee, Muhao Chen, Tianyi Zhang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,DistXplore: Distribution-guided Testing for Evaluating and Enhancing Deep Learning Systems,,,,"Longtian Wang, Xiaofei Xie, Xiaoning Du, Meng Tian, Qing Guo, Yang Zheng, Chao Shen",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,[Remote] Semantic Test Repair for Web applications,,,,"Xiaofang Qi, Xiang Qian, Yanhui Li",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Fuzz4All: Universal Fuzzing with Large Language Models,,,,"Chunqiu Steven Xia, Matteo Paltenghi, Jia Le Tian, Michael Pradel, Lingming Zhang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Automata-based Trace Analysis for Aiding Diagnosing GUI Testing Tools for Android,,,,"Enze Ma, Shan Huang, weigang he, Ting Su, Jue Wang, Huiyu Liu, Geguang Pu, Zhendong Su",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Jasmine: A Static Analysis Framework for Spring Core Technologies,,,,"Miao Chen, Tengfei Tu, Hua Zhang, Qiaoyan Wen, Weihang Wang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Aries: Efficient Testing of Deep Neural Networks via Labeling-Free Accuracy Estimation,,,,"Qiang Hu, Yuejun GUo, Xiaofei Xie, Maxime Cordy, Lei Ma, Mike Papadakis, Yves Le Traon",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Towards Better Graph Neural Network-based Fault Localization Through Enhanced Code Representation,,,,"Md Nakhla Rafi, Dong Jae Kim, An Ran Chen, Tse-Hsun (Peter) Chen, Shaowei Wang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,BinAug: Enhancing Binary Similarity Analysis with Low-Cost Input Repairing,,,,"WONG Wai Kin, Huaijin Wang, Li Zongjie, Shuai Wang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Trace-based Multi-Dimensional Root Cause Localization of Performance Issues in Microservice Systems,,,,"Chenxi Zhang, Zhen Dong, Xin Peng, Bicheng Zhang, Miao Chen",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Statfier: Automated Testing of Static Analyzers via Semantic-preserving Program Transformations,,,,"Huaien Zhang, Yu Pei, Junjie Chen, Shin Hwei Tan",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Griffin: Grammar-Free DBMS Fuzzing,,,,"Jingzhou Fu, Jie Liang, Zhiyong Wu, Mingzhe Wang, Yu Jiang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,NaturalFuzz: Natural Input Generation for Big Data Analytics,,,,"Ahmad Humayun, Yaoxuan Wu, Miryung Kim, Muhammad Ali Gulzar",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Mozi: Discovering DBMS Bugs via Configuration-Based Equivalent Transformation,,,,"Jie Liang, Zhiyong Wu, Jingzhou Fu, Mingzhe Wang, Chengnian Sun, Yu Jiang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Towards Reliable AI: Adequacy Metrics for Ensuring the Quality of System-level Testing of Autonomous Vehicles,,,,"Neelofar Neelofar, Aldeida Aleti",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,CC: Causality-Aware Coverage Criterion for Deep Neural Networks,,,,"Zhenlan Ji, Pingchuan Ma, Yuanyuan Yuan, Shuai Wang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,An Intentional Forgetting-Driven Self-Healing Method For Deep Reinforcement Learning Systems,,,,"Ahmed Haj Yahmed, Rached Bouchoucha, Houssem Ben Braiek, Foutse Khomh",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Symbolic Fixpoint Algorithms for Logical LTL Games,,,,"Stanly Samuel, Deepak D'Souza, Raghavan Komondoor",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Finding and Understanding Defects in Static Analyzers by Constructing Automated Oracles,,,,"weigang he, Peng Di, Mengli Ming, Chengyu Zhang, Ting Su, Shijie Li, Yulei Sui",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,CoMSA: A modeling driven sampling approach for configuration performance testing,,,,"Yuanjie Xia, Zishuo Ding, Weiyi Shang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Fast Deterministic Black-box Context-free Grammar Inference,,,,"Mohammad Rifat Arefin, Suraj Shetiya, Zili Wang, Christoph Csallner",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Compiling Parallel Symbolic Execution with Continuations,,,,"Guannan Wei, Songlin Jia, Ruiqi Gao, Haotian Deng, Shangyin Tan, Oliver Bračevac, Tiark Rompf",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Expediting Neural Network Verification via Network Reduction,,,,"Yuyi Zhong, Ruiwei Wang, Siau-Cheng Khoo",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,"Towards Effective Multi-Hunk Bug Repair: Detecting, Creating, Evaluating, and Understanding Indivisible Bugs",,,,"Qi Xin, Haojun Wu, Jinran Tang, Xinyu Liu, Steven P. Reiss, Jifeng Xuan",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Testing Database Systems via Differential Query Execution,,,,"Jiansen Song, Wensheng Dou, Ziyu Cui, Qianwang Dai, Wei Wang, Jun Wei, Hua Zhong, Tao Huang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Robin: A Novel Method to Produce Robust Interpreters for Deep Learning-Based Code Classifiers,,,,"Zhen Li, Ruqian Zhang, Deqing Zou, Ning Wang, Yating Li, Shouhuai Xu, Chen Chen, Hai Jin, Yating Li",No URL available
Testing and analysis,Knowledge-seeking,0,1,,FALSE,-,Evaluating the Impact of Experimental Assumptions in Automated Fault Localization,"RQ1 Prevalence of Debugging Assumptions: How prevalent are the three debugging assumptions we study in
automated debugging literature and bug datasets?
● RQ2 Measured AFL Effectiveness: What is the effect of
each of the studied debugging assumptions on the measured
effectiveness of AFL techniques?
● RQ3 Proxy Effect on APR techniques: Do these assumptions impact the measured effectiveness of APR tools?
● RQ4 Impact on Professional Developers: What is the
effect of the studied assumptions on the productivity of
professional developers in debugging practice? Specifically,
we investigate the following three sub-questions:
1) RQ4(a) Usefulness & Closeness: How useful are debugging diagnoses with vs. without each assumption?
How close is the developer’s diagnosis to the diagnosis
provided with vs. without an assumption?
2) RQ4(b) Preference: Given two diagnoses, one with the
debugging assumption and the other without the assumption, which diagnosis do developers prefer?
3) RQ4(c) Soundness & Severity: What debugging assumptions are the most or least important (practical) and
severe (impact developer’s productivity)?",,,"Ezekiel Soremekun, Lukas Kirschner, Marcel Böhme, Mike Papadakis",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,SelfAPR: Self-supervised Program Repair with Test Execution Diagnostics,,,,"He Ye, Matias Martinez, Xiapu Luo, Tao Zhang, Martin Monperrus",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Regression Fuzzing for Deep Learning Systems,,,,"Hanmo You, Zan Wang, Junjie Chen, Shuang Liu, Shuochuan Li",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,[Remote] Pre-training Code Representation with Semantic Flow Graph for Effective Bug Localization,,,,"Yali Du, Zhongxing Yu",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,An Integrated Program Analysis Framework for Graduate Courses in Programming Languages and Software Engineering,,,,"Prantik Chatterjee, Pankaj Kumar Kalita, Sumit Lahiri, Sujit Kumar Muduli, Vishal Singh, Gourav Takhar, Subhajit Roy",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Fuzzing for CPS Mutation Testing,,,,"Jaekwon Lee, Enrico Viganò, Oscar Cornejo, Fabrizio Pastore, Lionel Briand",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,FlakeSync: Automatically Repairing Async Flaky Tests,,,,"Shanto Rahman, August Shi",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Inline Tests,,,,"Yu Liu, Pengyu Nie, Owolabi Legunsen, Milos Gligoric",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,BADGE: Prioritizing UI Events with Hierarchical Multi-Armed Bandits for Automated UI Testing,,,,"Dezhi Ran, Hao Wang, Wenyu Wang, Tao Xie",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,S3C: Spatial Semantic Scene Coverage for Autonomous Vehicles,,,,"Trey Woodlief, Felipe Toledo, Sebastian Elbaum, Matthew B Dwyer",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Metamorphic Testing of Secure Multi-Party Computation (MPC) Compilers,,,,"Dongwei Xiao, Zhibo Liu, Qi Pang, Shuai Wang, Yichen LI",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Better Automatic Program Repair by Using Bug Reports and Tests Together,,,,"Manish Motwani, Yuriy Brun",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Heterogeneous Anomaly Detection for Software Systems via Semi-supervised Cross-modal Attention,,,,"Cheryl Lee, Tianyi Yang, Zhuangbin Chen, Yuxin Su, Yongqiang Yang, Michael Lyu",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,ACAV: A Framework for Automatic Causality Analysis in Autonomous Vehicle Accident Recordings,,,,"Huijia Sun, Chris Poskitt, Yang Sun, Jun Sun, Yuqi Chen",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,SA4U: Practical Static Analysis for Unit Type Error Detection,,,,"Max Taylor, Johnathon Aurand, Feng Qin, Xiaorui Wang, Brandon Henry, Xiangyu Zhang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,DeMinify: Neural Variable Name Recovery and Type Inference,,,,"Yi Li, Aashish Yadavally, Jiaxing Zhang, Shaohua Wang, Tien N. Nguyen",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,LawBreaker: An Approach for Specifying Traffic Laws and Fuzzing Autonomous Vehicles,,,,"Yang Sun, Chris Poskitt, Jun Sun, Yuqi Chen, Zijiang Yang",No URL available
Testing and analysis,Knowledge-seeking,0,0,,FALSE,B3,Exploring Experiences with Automated Program Repair in Practice,"RQ1 What factors influence the awareness and adoption or use of APR in practice? 
RQ2 To what extent are APR tool(s) being used in practice compared to other forms of support? 
RQ3 Whatare the human-centric challenges faced by developers that can prevent the widespread use of APR tools?",,,"Fairuz Nawer Meem, Justin Smith, Brittany Johnson",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,VRGuide: Efficient Testing of Virtual Reality Scenes via Dynamic Cut Coverage,,,,"Xiaoyin Wang, Tahmid Rafi, Na Meng",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,CSChecker: Revisiting GDPR and CCPA Compliance of Cookie Banners on the Web,,,,"Mingxue Zhang, Wei Meng, You Zhou, Kui Ren",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Natural Symbolic Execution-based Testing for Big Data Analytics,,,,"Yaoxuan Wu, Ahmad Humayun, Muhammad Ali Gulzar, Miryung Kim",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Practical Program Repair via Preference-based Ensemble Strategy,,,,"Wenkang Zhong, Chuanyi Li, Kui Liu, Tongtong Xu, Jidong Ge, Tegawendé F. Bissyandé, Bin Luo, Vincent Ng",No URL available
Testing and analysis,Knowledge-seeking,0,,,FALSE,,When and Why Test Generators for Deep Learning Produce Invalid Inputs: an Empirical Study,"RQ1 (Comparing TIGs through automated validators): Which TIG generates more valid misbehaviour-inducing inputs, according to automated input validators?
RQ2 (Comparing TIGs through human validators): Which
TIG generates more valid misbehaviour-inducing inputs, according to human assessors?
RQ3 (Comparing TIGs in terms of label preservation):
Which TIG generates more valid inputs that preserve the seed
label?",,,"Vincenzo Riccio, Paolo Tonella",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Which of My Assumptions are Unnecessary for Realizability and Why Should I Care?,,,,"Rafi Shalom, Shahar Maoz",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,How to Train Your Neural Bug Detector: Artificial vs Real Bugs,,,,"Cedric Richter, Heike Wehrheim",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Many-Objective Reinforcement Learning for Online Testing of DNN-Enabled Systems,,,,"Fitash ul haq, Donghwan Shin, Lionel Briand",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,NuzzleBug: Debugging Block-Based Programs in Scratch,,,,"Adina Deiner, Gordon Fraser",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Static Type Recommendation for Python,,,,"Ke Sun, Yifan Zhao, Dan Hao, Lu Zhang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,[Remote] A Generative and Mutational Approach for Synthesizing Bug-exposing Test Cases to Guide Compiler Fuzzing,,,,"Guixin Ye, Tianmin Hu, Zhanyong Tang, Zhenye Fan, Shin Hwei Tan, Bo Zhang, Wenxiang Qian, Zheng Wang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Sedar: Obtaining High-Quality Seeds for DBMS Fuzzing via Cross-DBMS SQL Transfer,,,,"Jingzhou Fu, Jie Liang, Zhiyong Wu, Yu Jiang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,SymFusion: Hybrid Instrumentation for Concolic Execution,,,,"Emilio Coppa, Heng Yin, Camil Demetrescu",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Metamorphic Shader Fusion for Testing Graphics Shader Compilers,,,,"Dongwei Xiao, Zhibo Liu, Shuai Wang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Effectively Generating Vulnerable Transaction Sequences in Smart Contracts with Reinforcement Learning-guided Fuzzing,,,,"Jianzhong Su, Hong-Ning Dai, Lingjun Zhao, Zibin Zheng, Xiapu Luo",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Validating SMT Solvers via Skeleton Enumeration Empowered by Historical Bug-Triggering Inputs,,,,"Maolin Sun, Yibiao Yang, Ming Wen, Yongcong Wang, Yuming Zhou, Hai Jin",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Generating REST API Specifications through Static Analysis,,,,"Ruikai Huang, Manish Motwani, Idel Martinez, Alessandro Orso",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Uncover the Premeditated Attacks: Detecting Exploitable Reentrancy Vulnerabilities by Identifying Attacker Contracts,,,,"Shuo Yang, Jiachi Chen, Mingyuan Huang, Zibin Zheng, Yuan Huang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Eiffel: Inferring Input Ranges of Significant Floating-point Errors via Polynomial Extrapolation,,,,"Zuoyan Zhang, Bei Zhou, Jiangwei Hao, Hongru Yang, Mengqi Cui, Yuchang Zhou, Guanghui Song, Fei Li, Jinchen Xu, Jie Zhao",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Extrapolating Coverage Rate in Greybox Fuzzing,,,,"Danushka Liyanage, Seongmin Lee, Marcel Böhme, Kla Tantithamthavorn",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,FeatMaker: Automated Feature Engineering for Search Strategy of Symbolic Execution,,,,"Jaehan Yoon, Sooyoung Cha",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,CORE: Resolving Code Quality Issues Using LLMs,,,,"Nalin Wadhwa, Jui Pradhan, Atharv Sonwane, Surya Prakash Sahu, Nagarajan Natarajan, Aditya Kanade, Suresh Parthasarathy, Sriram Rajamani",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,LibKit: Detecting Third-Party Libraries in iOS Apps,,,,"Daniel Dominguez Alvarez, Alejandro de la Cruz, Alessandra Gorla, Juan Caballero",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,DStream: A Streaming-Based Highly Parallel IFDS Framework,,,,"Xizao Wang, Zhiqiang Zuo, Lei Bu, Jianhua Zhao",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,FunProbe: Probing Functions from Binary Code through Probabilistic Analysis,,,,"Soomin Kim, Hyungseok Kim, Sang Kil Cha",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Template-based Neural Program Repair,,,,"Xiangxin Meng, Xu Wang, Hongyu Zhang, Hailong Sun, Xudong Liu, Chunming Hu",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Contextual Predictive Mutation Testing,,,,"Kush Jain, Uri Alon, Alex Groce, Claire Le Goues",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,HOBAT: Batch Verification for Homogeneous Structural Neural Networks,,,,"Jingyang Li, Guoqiang Li",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Practical Inference of Nullability Types,,,,"Nima Karimipour, Justin Pham, Lazaro Clapp, Manu Sridharan",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,BigDataflow: A Distributed Interprocedural Dataflow Analysis Framework,,,,"Zewen Sun, Duanchen Xu, Yiyu Zhang, Yun Qi, Yueyang Wang, Zhiqiang Zuo, Zhaokang Wang, Yue Li, Xuandong Li, Qingda Lu, Wenwen Peng, Shengjian (Daniel) Guo",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,SCTrans: Constructing a Large Public Scenario Dataset for Simulation Testing of Autonomous Driving Systems,,,,"Jiarun Dai, Bufan Gao, Mingyuan Luo, Zongan Huang, Zhongrui Li, Yuan Zhang, Min Yang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Practical Non-Intrusive GUI Exploration Testing with Visual-based Robotic Arms,,,,"Shengcheng Yu, Chunrong Fang, Mingzhe Du, Yuchen Ling, Zhenyu Chen, Zhendong Su",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Doppelganger Test Generation for Revealing Bugs in Autonomous Driving Software,,,,"Yuqi Huai, Yuntianyi Chen, Sumaya Almanee, Tuan Ngo, Xiang Liao, Ziwen Wan, Qi Alfred Chen, Joshua Garcia",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Domain Knowledge Matters: Improving Prompts with Fix Templates for Repairing Python Type Errors,,,,"Yun Peng, Shuzheng Gao, Cuiyun Gao, Yintong Huo, Michael Lyu",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Verifying Data Constraint Equivalence in FinTech Systems,,,,"Chengpeng Wang, Gang Fan, Peisen Yao, Fuxiong Pan, Charles Zhang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Neural SZZ Algorithm,,,,"LingXiao Tang, Lingfeng Bao, Xin Xia, Zhongdong Huang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Dynamic Prediction of Delays in Software Projects Using Delay Patterns and Bayesian Modeling,,,,"Elvan Kula, Eric Greuter, Arie van Deursen, Georgios Gousios",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,"So Many Fuzzers, So Little Time - Experience from Evaluating Fuzzers on the Contiki-NG Network (Hay)Stack",,,,"Clement Poncelet, Konstantinos (Kostis) Sagonas, Nicolas Tsiftes",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Generative Model-Based Testing on Decision-Making Policies,,,,"Zhuo Li, Xiongfei Wu, Derui Zhu, Mingfei Cheng, Siyuan Chen, Fuyuan Zhang, Xiaofei Xie, Lei Ma, Jianjun Zhao",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Learning-based Widget Matching for Migrating GUI Test Cases,,,,"Yakun Zhang, Wenjie Zhang, Dezhi Ran, Qihao Zhu, Chengfeng Dou, Dan Hao, Tao Xie, Lu Zhang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,[Remote] Automated and Context-Aware Repair of Color-Related Accessibility Issues for Android Apps,,,,"Yuxin Zhang, Sen Chen, Lingling Fan, Chunyang Chen, Xiaohong Li",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,CCTEST: Testing and Repairing Code Completion Systems,,,,"Li Zongjie, Chaozheng Wang, Zhibo Liu, Haoxuan Wang, Dong Chen, Shuai Wang, Cuiyun Gao",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,A Large-scale Empirical Review of Patch Correctness Checking Approaches,,,,"Jun Yang, Yuehan Wang, Yiling Lou, Ming Wen, Lingming Zhang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,KG4CraSolver: Recommending Crash Solutions via Knowledge Graph,,,,"Xueying Du, Yiling Lou, Mingwei Liu, Xin Peng, Tianyong Yang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Program Repair Guided by Datalog-Defined Static Analysis,,,,"Yu Liu, Sergey Mechtaev, Pavle Subotic, Abhik Roychoudhury",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Reorder Pointer Flow in Sound Concurrency Bug Prediction,,,,"Yuqi Guo, Shihao Zhu, Yan Cai, Liang He, Jian Zhang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,JLeaks: A Featured Resource Leak Repository Collected From Hundreds of Open-Source Java Projects,,,,"Tianyang Liu, Weixing Ji, Xiaohui Dong, Wuhuang Yao, Yizhuo Wang, Hui Liu, Haiyang Peng, Yuxuan Wang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Automatically Detecting Reflow Accessibility Issues in Responsive Web Pages,,,,"Paul T. Chiou, Robert Winn, Ali S. Alotaibi, William G.J. Halfond",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Nuances are the Key: Unlocking ChatGPT to Find Failure-Inducing Tests with Differential Prompting,,,,"Li Tsz On, Wenxi Zong, Yibo Wang, Haoye Tian, Ying Wang, Shing-Chi Cheung, Jeffrey Kramer",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Effective Concurrency Testing for Go via Directional Primitive-constrained Interleaving Exploration,,,,"Zongze Jiang, Ming Wen, Yixin Yang, Chao Peng, Ping Yang, Hai Jin",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,AutoLog: A Log Sequence Synthesis Framework for Anomaly Detection,,,,"Yintong Huo, Yichen LI, Yuxin Su, Pinjia He, Zifan Xie, Michael Lyu",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,WADIFF: A Differential Testing Framework for WebAssembly Runtimes,,,,"Shiyao Zhou, Muhui Jiang, Weimin Chen, Hao Zhou, Haoyu Wang, Xiapu Luo",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Curiosity-Driven Testing for Sequential Decision-Making Process,,,,"Junda He, Zhou Yang, Jieke Shi, Chengran Yang, Kisub Kim, Bowen Xu, Xin Zhou, David Lo",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,COLUMBUS: Android App Testing Through Systematic Callback Exploration,,,,"Priyanka Bose, Dipanjan Das, Saastha Vasan, Sebastiano Mariani, Ilya Grishchenko, Andrea Continella, Antonio Bianchi, Christopher Kruegel, Giovanni Vigna",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,BARO: Robust Root Cause Analysis for Microservices via Multivariate Bayesian Online Change Point Detection,,,,"Luan Pham, Huong Ha, Hongyu Zhang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,[Remote] OOM-Guard: Towards Improving The Ergonomics of Rust OOM Handling via A Reservation-based Approach,,,,"Chengjun Chen, Zhicong Zhang, Hongliang Tian, Shoumeng Yan, Hui Xu",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Evaluating and Improving ChatGPT for Unit Test Generation,,,,"Zhiqiang Yuan, Mingwei Liu, Shiji Ding, Kaixin Wang, Yixuan Chen, Xin Peng, Yiling Lou",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Evaluating and Improving Hybrid Fuzzing,,,,"Ling Jiang, Hengchen Yuan, Mingyuan Wu, Lingming Zhang, Yuqun Zhang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,How Useful is Code Change Information for Fault Localization in Continuous Integration?,,,,"An Ran Chen, Tse-Hsun (Peter) Chen, Junjie Chen",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Precise Sparse Abstract Execution via Cross-Domain Interaction,,,,"Xiao Cheng, Jiawei Wang, Yulei Sui",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Neuroevolution-Based Generation of Tests and Oracles for Games,,,,"Patric Feldmeier, Gordon Fraser",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,LEAP: Efficient and Automated Test Method for NLP Software,,,,"Mingxuan Xiao, Yan Xiao, Hai Dong, Shunhui Ji, Pengcheng Zhang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Code Coverage Criteria for Asynchronous Programs,,,,"Mohammad Ganji, Saba Alimadadi, Frank Tip",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,COSTELLO: Contrastive Testing for Embedding-based Large Language Model as a Service Embeddings,,,,"Weipeng Jiang, Juan Zhai, Shiqing Ma, Xiaoyu Zhang, Chao Shen",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Contrastive Learning for API Aspect Analysis,,,,"G. M. Shahariar, Tahmid Hasan, Anindya Iqbal, Gias Uddin",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,DeepDebugger: An Interactive Time-Travelling Debugging Approach for Deep Classifiers,,,,"Xianglin Yang, Yun Lin, Yifan Zhang, Linpeng Huang, Jin Song Dong, Hong Mei",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,TransplantFix: Graph Differencing-based Code Transplantation for Automated Program Repair,,,,"Deheng Yang, Xiaoguang Mao, Liqian Chen, Xuezheng Xu, Yan Lei, David Lo, Jiayu He",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,(Partial) Program Dependence Learning,,,,"Aashish Yadavally, Wenbo Wang, Shaohua Wang, Tien N. Nguyen",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Deeply Reinforcing Android GUI Testing with Deep Reinforcement Learning,,,,"Yuanhong Lan, Yifei Lu, Zhong Li, Minxue Pan, Wenhua Yang, Tian Zhang, Xuandong Li",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Identify and Update Test Cases when Production Code Changes: A Transformer-based Approach,,,,"Xing Hu, Zhuang Liu, Xin Xia, Zhongxin Liu, Tongtong Xu, Xiaohu Yang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,PyAnalyzer: An Effective and Practical Approach for Dependency Extraction from Python Code,,,,"Wuxia Jin, Shuo Xu, Dawei Chen, Jiajun He, Dinghong Zhong, Ming Fan, Hongxu Chen, Huijia Zhang, Ting Liu",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,MAFT: Efficient Model-Agnostic Fairness Testing for Deep Neural Networks via Zero-Order Gradient Search,,,,"Zhaohui Wang, Min Zhang, Jingran Yang, ShaoBojie, Min Zhang",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Explaining Software Bugs Leveraging Code Structures in Neural Machine Translation,,,,"Parvez Mahbub, Ohiduzzaman Shuvo, Masud Rahman",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Generating Test Databases for Database-Backed Applications,,,,"Cong Yan, Suman Nath, Shan Lu",No URL available
